match_id,start_date,venue,innings,phase,runs_off_bat,extras,runs,0s,1s,2s,3s,4s,5s,6s,wickets_fallen
419135,2010,Kolkata,2,Death,31,1,32,12,13,4,0,1,0,1,2
419135,2010,Kolkata,2,Middle,63,3,66,18,27,4,0,7,0,0,2
419135,2010,Kolkata,2,Powerplay,56,3,59,18,8,1,0,10,0,1,1
419137,2010,Chennai,1,Death,74,2,76,9,8,2,0,5,0,7,3
419137,2010,Chennai,1,Middle,100,4,104,15,21,6,0,5,1,7,1
419137,2010,Chennai,1,Powerplay,66,0,66,13,10,1,0,9,0,3,1
419137,2010,Chennai,2,Death,42,6,48,12,14,0,0,4,0,2,3
419137,2010,Chennai,2,Middle,110,3,113,16,22,1,0,8,0,9,2
419137,2010,Chennai,2,Powerplay,56,6,62,17,8,2,0,8,0,2,0
419139,2010,Kolkata,1,Death,49,2,51,7,17,2,0,4,0,2,2
419139,2010,Kolkata,1,Middle,88,8,96,17,26,2,0,4,0,7,1
419139,2010,Kolkata,1,Powerplay,50,3,53,20,8,2,0,8,0,1,0
419139,2010,Kolkata,2,Death,47,1,48,2,9,2,0,4,0,3,0
419139,2010,Kolkata,2,Middle,86,1,87,13,26,5,0,8,0,3,1
419139,2010,Kolkata,2,Powerplay,66,3,69,8,18,0,0,9,0,2,1
419142,2010,Chennai,1,Death,39,2,41,7,17,3,0,4,0,0,0
419142,2010,Chennai,1,Middle,73,9,82,16,29,7,0,6,0,1,3
419142,2010,Chennai,1,Powerplay,35,7,42,22,9,2,0,4,0,1,1
419142,2010,Chennai,2,Death,42,7,49,15,10,3,0,2,0,3,2
419142,2010,Chennai,2,Middle,41,5,46,27,25,4,0,2,0,0,7
419142,2010,Chennai,2,Powerplay,44,2,46,16,14,1,0,7,0,0,0
419143,2010,Jaipur,1,Death,26,1,27,9,18,4,0,0,0,0,2
419143,2010,Jaipur,1,Middle,71,3,74,18,29,0,0,6,0,3,3
419143,2010,Jaipur,1,Powerplay,47,5,52,20,9,2,0,7,0,1,1
419143,2010,Jaipur,2,Middle,83,4,87,20,23,2,0,8,0,4,1
419143,2010,Jaipur,2,Powerplay,65,5,70,18,8,0,1,12,0,1,0
419144,2010,Kolkata,1,Death,55,0,55,8,9,6,0,4,0,3,0
419144,2010,Kolkata,1,Middle,73,3,76,15,31,1,2,4,0,3,3
419144,2010,Kolkata,1,Powerplay,46,4,50,22,8,1,0,9,0,0,0
419144,2010,Kolkata,2,Death,31,1,32,11,15,2,0,3,0,0,4
419144,2010,Kolkata,2,Middle,87,4,91,14,23,8,0,9,0,2,3
419144,2010,Kolkata,2,Powerplay,40,4,44,19,12,0,0,4,0,2,1
419145,2010,Bengaluru,1,Death,76,1,77,8,8,2,0,7,0,6,2
419145,2010,Bengaluru,1,Middle,53,8,61,23,26,3,0,4,1,0,3
419145,2010,Bengaluru,1,Powerplay,40,6,46,26,8,2,0,4,0,2,1
419145,2010,Bengaluru,2,Death,60,1,61,3,14,2,0,3,0,5,0
419145,2010,Bengaluru,2,Middle,88,5,93,16,24,5,0,9,0,3,2
419145,2010,Bengaluru,2,Powerplay,30,2,32,22,10,0,0,5,0,0,1
419148,2010,Bengaluru,1,Death,34,2,36,15,12,2,0,0,0,3,5
